1.62;0;0;0;0
1.67;12.917198;6.294204;7.08316;-3.494204
1.72;31.358698;21.842268;91.06993;6.686904
1.77;26.41611;44.238208;61.283922;20.000022
1.82;31.921092;46.340084;79.178638;40.763954
1.87;19.927628;30.801358;72.9939;26.358262
1.92;51.086266;69.49887;68.638388;38.293374
1.97;53.748282;78.366288;87.743502;44.272718
2.02;62.27137;96.886118;117.987128;46.623598
2.07;84.403592;100.94546;137.363856;69.523034
2.12;81.83861;122.001642;139.951798;142.852486
2.17;64.792168;150.102036;163.419424;127.519196
2.22;105.918246;161.360906;196.651644;128.916032
2.27;74.628918;141.709946;263.599448;140.93415
2.32;116.398702;184.578646;329.90881;161.361536
2.37;96.861954;265.628524;363.863948;261.386636
2.42;135.286368;264.536622;372.433544;339.360196
2.47;176.45957;264.083722;438.86612;438.94613
2.52;189.547498;287.598332;538.63432;505.78794
2.57;246.89952;284.09101;636.57657;580.830362
2.62;236.719378;341.349386;779.784446;784.173866
2.67;204.556212;426.801494;968.691402;1009.965194
2.72;235.365872;499.95498;1183.980042;1268.841714
2.77;288.222424;554.758176;1410.353602;1582.226254
2.82;275.02916;659.210762;1700.304522;1929.473294
2.87;336.250208;736.67874;2075.339742;2522.026514
2.92;366.497124;917.120218;2560.519402;3188.962854
2.97;429.361296;1113.351736;3121.160182;3708.347174
3.02;501.8608;1373.458016;3712.731862;4549.415934
3.07;568.571934;1658.820996;4369.987762;5371.509094
3.12;674.0741;2004.896516;5402.522062;6617.782374
3.17;780.587346;2436.093436;6503.926142;8002.659294
3.22;888.986672;2869.808536;8090.336422;9838.505754
3.27;1095.475724;3440.914176;9524.814922;12379.37793
3.32;1360.086924;4167.320836;12014.80606;15692.99817
3.37;1624.351204;5032.815816;15327.39464;21696.79317
3.42;1804.753664;6020.591416;20400.31284;32838.29137
3.47;2272.143524;7446.429816;31565.98484;45383.44217
3.52;2776.355204;9097.538156;49130.31204;54533.77357
3.57;3362.893464;11255.99012;62158.16184;60681.15817
3.62;4004.163744;14366.40526;70284.71524;63395.23037
3.67;4650.542484;19488.58246;75978.43404;65769.87677
3.72;5860.441664;31070.89306;80051.05364;66663.24757
3.77;6920.852624;44897.66966;82756.14344;67149.42417
3.82;8419.991804;54922.75466;83020.17924;67145.28017
3.87;10940.93456;61880.98006;84631.11864;67008.29857
3.92;14589.6364;67111.97926;84533.40284;66685.51037
3.97;21935.2068;70663.35646;83589.47244;66068.48837
4.02;33334.1608;72863.47186;82629.08504;65452.41417
4.07;42956.071;73478.03266;81865.62864;64966.46297
4.12;49826.8426;73835.59546;80410.38324;63693.31417
4.17;55147.4726;73989.24826;79553.07644;63222.21977
4.22;58783.7878;73869.72046;78503.10304;62371.67777
4.27;60755.4582;73291.16626;77050.40284;61728.83417
4.32;62240.315;72776.49966;75739.92024;60802.48077
4.37;63462.7628;71979.88286;74850.81244;60307.08097
4.42;63279.7506;70722.11866;72906.84524;59471.99497
4.47;63535.7728;69433.38786;71868.66544;58783.72977
4.52;63607.7594;68878.96546;71276.88824;57904.71877
4.57;63218.4852;68310.44366;70571.68584;56996.34137
4.62;63303.0074;67070.79686;69547.87424;56497.90497
4.67;62189.9766;66296.39666;68426.79764;55760.57677
4.72;61688.3006;65514.33286;67294.39504;55377.97357
4.77;61356.705;64558.21266;66128.00744;54619.60197
4.82;60487.039;63943.88146;65389.85604;53611.95757
4.87;60111.9202;63174.69346;64612.75524;53336.20237
4.92;59900.453;62451.40866;64068.93364;52629.42077
4.97;59271.4512;61746.26506;63136.92144;51782.29057
5.02;58372.6218;60933.99346;62217.47984;51438.89437
5.07;57935.1022;60199.59266;61843.95284;50891.79397
5.12;57537.4028;59553.21406;61220.47684;50436.67497
5.17;56265.9956;59274.57486;60255.51424;50122.22937
5.22;56613.75;58196.75266;59947.92164;49897.76037
5.27;55866.99;57761.87486;58951.10904;49381.47537
5.32;55528.0864;57253.84006;58716.29264;48782.83397
5.37;55080.6492;56807.99746;57624.22544;48472.96357
5.42;54642.8552;56280.84566;56994.79104;47932.49077
5.47;54278.0208;55635.00746;56430.42584;47251.02677
5.52;53763.6244;55142.65126;56015.83824;47067.90397
5.57;53221.375;54428.53226;55664.98844;46801.42097
5.62;52578.0386;54299.22966;54521.82964;46142.50117
5.67;52035.5162;53835.89266;54278.71124;45880.88317
5.72;52002.0114;53300.51166;54049.68944;45052.50737
5.77;51535.0064;52814.15166;53016.60564;44673.04717
5.82;50793.551;52086.42466;52615.86684;44139.12497
5.87;50755.2078;52021.34426;51936.86264;43997.33577
5.92;50221.8218;51643.88466;51802.17004;43585.77917
5.97;49577.56;50342.52866;51416.82704;43074.78057
6.02;49170.0662;50436.42106;50624.65524;42887.68177
6.07;48744.7028;49552.47226;50277.13464;42441.92457
6.12;48469.915;49285.59586;49980.07284;41918.11597
6.17;48267.447;49099.15086;49471.30444;41847.67497
6.22;47515.8402;48517.04206;48675.46044;41051.04137
6.27;47031.6068;48307.53626;48252.87324;40775.05097
6.32;46691.103;47854.93166;48401.06744;40020.00157
6.37;46387.7244;46911.82866;47556.45724;39958.61157
6.42;45959.9922;46290.61646;47116.88944;39873.83317
6.47;45251.1512;45681.05926;46943.76264;39285.62177
6.52;44565.245;45638.27386;46199.42324;39104.28957
6.57;44482.7696;45177.16986;45599.69964;38730.53437
6.62;44378.9498;45021.51646;45093.48064;37814.96097